,Year,Location,NC_Accession,Plot,pod_area,pod_length,lw_ratio,pod_per,pod_width,Block
500,2021.0,LEW,N21042,1209.0,439.8750829,37.43968819,2.396788072,89.73660412,15.77395291,1
501,2021.0,LEW,N21042,2195.0,450.7544911,38.58725559,2.44265848,92.10999817,15.9130234,2
502,2021.0,LEW,N21043,2197.0,393.9931713,34.28088913,2.255891143,83.71570345,15.35062358,2
503,2021.0,LEW,N21043,1016.0,385.5335907,32.9576575,2.136201817,81.84148133,15.58178166,1
504,2021.0,LEW,N21044,2178.0,427.8210042,37.24213864,2.379937788,89.80902191,15.78853357,2
505,2021.0,LEW,N21044,1246.0,443.026798,37.2963111,2.346899744,89.62376874,16.04817297,1
506,2021.0,LEW,N96076L,1117.0,339.9496462,32.87201209,2.372641514,79.00353664,13.94639794,1
507,2021.0,LEW,N96076L,2110.0,363.019672,34.76314902,2.489061706,82.65005956,14.06063959,2
508,2021.0,LEW,NC 20,2145.0,416.0502813,37.092447,2.448528695,88.70248667,15.23681068,2
509,2021.0,LEW,NC 20,1166.0,399.1664041,36.71341041,2.509815821,86.8648906,14.77197481,1
510,2021.0,LEW,NC-V 11,2063.0,350.7426859,33.67061724,2.410586946,80.86029025,14.12476302,2
511,2021.0,LEW,NC-V 11,1005.0,374.2156106,34.78956712,2.433266344,83.70908949,14.38830923,1
512,2021.0,LEW,Perry,2118.0,351.7237066,33.65660928,2.406331419,80.72135088,14.09739408,2
513,2021.0,LEW,Perry,1114.0,341.8958178,33.48647049,2.422112454,80.00908033,13.99296732,1
514,2021.0,LEW,PI 497429,2003.0,383.811034,34.51750814,2.343197931,83.85264873,14.83706103,2
515,2021.0,LEW,PI 497429,1051.0,386.1630813,35.21990521,2.416981715,84.56751319,14.70016478,1
516,2021.0,LEW,PI 576636,1234.0,444.075602,40.70548279,2.614076754,95.55084127,15.63869255,1
517,2021.0,LEW,PI 576636,2148.0,430.6509495,37.53908628,2.434096614,89.25919005,15.53485396,2
518,2021.0,LEW,SPT 07-01,2258.0,493.9549125,38.84365472,2.320758571,94.2142974,16.8577272,2
519,2021.0,LEW,SPT 07-01,1098.0,430.9834675,34.8211104,2.135972733,86.28183398,16.50613671,1
520,2021.0,LEW,SPT 10-12ol,2217.0,371.835838,34.15814852,2.358323599,82.53166626,14.53217027,2
521,2021.0,LEW,SPT 10-12ol,1123.0,330.9985111,31.89196473,2.308707814,77.43147635,13.95059079,1
522,2021.0,LEW,Sullivan,2009.0,430.8564633,37.26732941,2.412794212,89.62649844,15.58256446,2
523,2021.0,LEW,Sullivan,1109.0,367.3347555,35.1759279,2.485691182,83.41601644,14.2712659,1
524,2021.0,LEW,Tifguard,1216.0,242.5207822,26.30802716,2.140479208,64.76641915,12.40468232,1
525,2021.0,LEW,Tifguard,2102.0,277.0997509,28.36570526,2.178347427,69.70495179,13.06218952,2
526,2021.0,LEW,Walton,2011.0,405.9768618,35.68547,2.371070699,85.88264077,15.19214904,2
527,2021.0,LEW,Walton,1094.0,367.0031453,32.79092706,2.222089376,80.43823695,14.90371362,1
528,2021.0,LEW,Wynne,2261.0,418.2139612,37.01346297,2.461470882,87.69686971,15.10259218,2
529,2021.0,LEW,Wynne,1011.0,382.5357199,34.70806302,2.330694249,83.92514654,15.07284584,1
531,2021.0,RMT,Bailey,1051.0,439.0708139,37.60515718,2.424252333,90.17117064,15.65272734,1
532,2021.0,RMT,Bailey,2036.0,428.223619,37.71584968,2.472302431,90.14927588,15.39603481,2
533,2021.0,RMT,Bailey II,1093.0,425.9714376,38.28070013,2.580730781,90.8363879,14.9878007,1
534,2021.0,RMT,Bailey II,2086.0,476.3713355,42.48440717,2.732865219,99.36235757,15.71637796,2
535,2021.0,RMT,Comrade,1002.0,523.7659892,41.91116087,2.506090611,99.5088305,16.89326294,1
536,2021.0,RMT,Comrade,2007.0,493.4487687,40.82459366,2.526604983,97.27542162,16.37977478,2
537,2021.0,RMT,Emery,1034.0,501.0884063,41.15197648,2.533483871,98.1349628,16.36814433,1
538,2021.0,RMT,Emery,2070.0,514.1397284,43.15831545,2.695363915,100.3448828,16.27162201,2
539,2021.0,RMT,GP-NC 343,1057.0,439.5444889,38.13784913,2.471497724,90.73503512,15.58348236,1
540,2021.0,RMT,GP-NC 343,2113.0,417.2333389,37.30868048,2.449037262,89.57627061,15.31463771,2
541,2021.0,RMT,Gregory,1098.0,475.2905785,39.68269467,2.497655976,94.64945381,16.04471586,1
542,2021.0,RMT,Gregory,2111.0,474.3563703,38.90050204,2.424049094,93.99297547,16.20928107,2
543,2021.0,RMT,N14001,1102.0,468.5687288,41.10499222,2.581577275,96.95824394,16.08829204,1
544,2021.0,RMT,N14001,2069.0,497.9110575,41.14787152,2.525832051,97.20335072,16.54874351,2
545,2021.0,RMT,N14002,1107.0,531.0355616,42.9779738,2.547573814,101.5055438,16.95773654,1
547,2021.0,RMT,N14004,1058.0,503.8246323,41.72139566,2.510045172,99.21150836,16.67076136,1
548,2021.0,RMT,N14004,2003.0,503.7429615,43.13392351,2.679875439,100.8473264,16.2274356,2
549,2021.0,RMT,N14007,1005.0,445.3286195,40.10562991,2.643384103,93.98864173,15.23724915,1
550,2021.0,RMT,N14007,2015.0,449.2752052,40.00360847,2.624369751,94.13938972,15.3821325,2
551,2021.0,RMT,N14009,1074.0,476.4443738,40.8095848,2.543025851,96.50737711,16.19220858,1
552,2021.0,RMT,N14009,2024.0,519.0011252,42.54733654,2.536411694,101.20263,16.85629417,2
553,2021.0,RMT,N14017,1115.0,473.8192084,40.65957382,2.567870076,96.46241325,15.99320042,1
554,2021.0,RMT,N14017,2058.0,516.4711017,40.96398711,2.445944961,98.71077735,16.91859012,2
555,2021.0,RMT,N14027,1041.0,494.3259132,41.05138103,2.56776039,97.17590851,16.18957144,1
556,2021.0,RMT,N14027,2082.0,454.762772,40.18360079,2.56359408,95.12692544,15.7916056,2
557,2021.0,RMT,N15017,1052.0,427.4652791,39.58507847,2.648842307,92.79493105,15.08471477,1
558,2021.0,RMT,N15017,2073.0,508.5346039,42.18073516,2.582579668,99.55378514,16.41103439,2
559,2021.0,RMT,N15039,1040.0,415.6528778,37.73598935,2.503508706,89.50612163,15.21511696,1
560,2021.0,RMT,N15039,2110.0,419.0874891,37.83018164,2.541390961,89.81773614,15.0724972,2
561,2021.0,RMT,N15041,1018.0,491.8044082,41.03554304,2.557682438,97.13578015,16.15779484,1
562,2021.0,RMT,N15041,2104.0,514.2148024,43.11033288,2.670541996,100.8829601,16.27454338,2
563,2021.0,RMT,N15044,1122.0,455.9835289,40.9335361,2.695138488,95.99240145,15.34766109,1
564,2021.0,RMT,N15044,2025.0,469.77001,39.65231895,2.500760175,94.52818678,16.01365673,2
565,2021.0,RMT,N15053,1049.0,510.6938162,42.16538544,2.590546425,99.25943995,16.41853036,1
566,2021.0,RMT,N15053,2032.0,445.6118917,38.34009988,2.476682289,91.35718254,15.61422229,2
567,2021.0,RMT,N15060,1064.0,507.6882831,41.15146387,2.47775662,97.67936529,16.78862353,1
568,2021.0,RMT,N15060,2039.0,470.5160155,40.06045935,2.483880929,95.50053181,16.29560288,2
569,2021.0,RMT,N16005,1060.0,448.9026785,39.28658321,2.556045433,94.12318351,15.53092736,1
570,2021.0,RMT,N16005,2004.0,451.8583767,40.70101794,2.600848913,96.21629684,15.77466384,2
571,2021.0,RMT,N16012,1009.0,509.3061235,39.87771505,2.360720441,96.374715,17.06799365,1
572,2021.0,RMT,N16012,2045.0,483.0036367,39.21551824,2.372895276,94.43226993,16.67541764,2
573,2021.0,RMT,N16021,1069.0,446.6767205,38.43493084,2.458821166,91.79717708,15.71640624,1
574,2021.0,RMT,N16021,2091.0,478.3017206,39.77621036,2.50612909,94.22304415,16.00253943,2
575,2021.0,RMT,N16028,1043.0,449.8492586,39.63966239,2.570380852,93.91068289,15.60056578,1
576,2021.0,RMT,N16028,2034.0,452.7689556,41.32972815,2.621159419,97.33937039,15.9726715,2
577,2021.0,RMT,N16032,1032.0,475.2935752,40.26162143,2.462624918,97.47591432,16.44739173,1
578,2021.0,RMT,N16032,2017.0,448.3758718,38.65794575,2.5009303,92.23229727,15.64557208,2
579,2021.0,RMT,N16034,1042.0,376.677671,34.69370889,2.369914486,83.00796516,14.78169827,1
580,2021.0,RMT,N16034,2092.0,425.4088284,37.01303363,2.38535724,89.86512429,15.5795773,2
581,2021.0,RMT,N16055,1116.0,413.4794396,38.67234874,2.700935056,89.86186599,14.48568241,1
582,2021.0,RMT,N16055,2072.0,476.2166939,40.51059838,2.572337823,96.14026389,15.85389022,2
583,2021.0,RMT,N17036,1105.0,531.8935066,42.52097891,2.533957442,100.9478244,16.90921441,1
584,2021.0,RMT,N17036,2065.0,530.2293227,41.89224299,2.489139449,99.81901584,16.99374753,2
585,2021.0,RMT,N17037,1046.0,522.1010775,42.61645489,2.559426556,101.6476002,16.8555534,1
586,2021.0,RMT,N17037,2107.0,511.8551983,42.23858406,2.572684753,99.97376881,16.58611615,2
587,2021.0,RMT,N17040,1022.0,510.237737,41.20553962,2.512618987,97.92922744,16.70571455,1
588,2021.0,RMT,N17040,2106.0,507.3909833,41.95206637,2.5513208,99.07941032,16.56490304,2
589,2021.0,RMT,N17041,1082.0,479.2079642,40.68835871,2.499493986,97.10783125,16.39370731,1
590,2021.0,RMT,N17041,2103.0,508.1350994,41.21749865,2.489824854,97.85206692,16.7006697,2
591,2021.0,RMT,N17044,1111.0,521.3707537,42.65023257,2.574312569,101.5892687,16.94774192,1
592,2021.0,RMT,N17044,2055.0,570.5628447,43.50979642,2.495523141,103.0607862,17.50178878,2
593,2021.0,RMT,N17045,1112.0,436.7663368,39.18963635,2.572029655,92.81648358,15.33512948,1
594,2021.0,RMT,N17045,2052.0,489.966596,40.88269002,2.560146963,96.44272578,16.17388806,2
595,2021.0,RMT,N17047,1103.0,438.5938934,38.69920454,2.561590606,91.45960777,15.24821355,1
596,2021.0,RMT,N17047,2021.0,449.6447552,40.03460068,2.590497024,93.78828587,15.61447329,2
597,2021.0,RMT,N18002,1090.0,532.9445846,40.01984169,2.289562509,97.79931448,17.63916256,1
598,2021.0,RMT,N18002,2044.0,546.9989403,40.6757562,2.323255598,98.71027664,17.66828263,2
599,2021.0,RMT,N18010,1114.0,468.3698534,39.12095491,2.412503363,93.66951918,16.33633616,1
600,2021.0,RMT,N18010,2109.0,484.6919619,40.76923036,2.534374347,96.76786866,16.15591783,2
601,2021.0,RMT,N18012,1109.0,498.1989578,42.08980238,2.636397747,99.86300618,16.31081817,1
602,2021.0,RMT,N18012,2084.0,521.7005099,43.14701359,2.614407345,101.121109,16.62767912,2
603,2021.0,RMT,N18026,1089.0,491.0744834,39.960571,2.409422792,96.16343454,16.72757885,1
604,2021.0,RMT,N18026,2014.0,504.1443691,40.41776176,2.440389747,97.89368003,16.74978196,2
605,2021.0,RMT,N18029,1092.0,473.0674499,39.98707177,2.453780066,96.09382798,16.41165408,1
606,2021.0,RMT,N18029,2097.0,501.5016935,41.18946948,2.499060272,98.06607447,16.65817487,2
607,2021.0,RMT,N18033,1059.0,468.2470921,40.41588629,2.565117025,95.83805101,15.86819339,1
608,2021.0,RMT,N18033,2031.0,481.8299155,40.83977695,2.569712622,96.98584969,16.14749049,2
609,2021.0,RMT,N18039,1027.0,458.7140889,40.01135526,2.499576842,95.31323112,16.16503851,1
610,2021.0,RMT,N18039,2114.0,439.2364954,36.32608158,2.235203826,89.38055094,16.4140118,2
611,2021.0,RMT,N18042,1019.0,554.6468452,42.16000295,2.386269612,102.1922998,18.01994889,1
612,2021.0,RMT,N18042,2071.0,560.9464997,41.18750615,2.295293026,100.9860798,18.2104875,2
613,2021.0,RMT,N18044,1008.0,553.4000873,41.09560592,2.281518715,100.4444565,18.16530722,1
614,2021.0,RMT,N18044,2085.0,584.3382271,44.21803117,2.506397568,103.8894556,17.836447,2
615,2021.0,RMT,N18049,1118.0,460.5989976,38.98204706,2.411735106,94.30972136,16.27016034,1
616,2021.0,RMT,N18049,2020.0,518.4760219,40.85576382,2.418765464,98.63510214,17.11555502,2
617,2021.0,RMT,N18055,1021.0,532.9897325,40.18158399,2.299587678,97.63101262,17.71394536,1
618,2021.0,RMT,N18055,2090.0,530.962706,40.65735367,2.337110886,98.61103215,17.63670528,2
619,2021.0,RMT,N19003,1013.0,499.6103379,40.35349422,2.416344253,97.1014036,16.82681147,1
620,2021.0,RMT,N19003,2005.0,478.942849,38.10436326,2.340173387,92.38334608,16.57348977,2
621,2021.0,RMT,N19005,1055.0,500.9749549,42.91979909,2.707294826,100.8166361,16.05052528,1
622,2021.0,RMT,N19005,2087.0,462.7297146,40.34800542,2.568058924,95.08136266,15.69902406,2
623,2021.0,RMT,N19006,1066.0,449.1368422,40.44158585,2.651855441,94.73139356,15.40578554,1
624,2021.0,RMT,N19006,2022.0,438.6023281,39.20239656,2.566322058,93.42870768,15.41557865,2
625,2021.0,RMT,N19009,1086.0,501.5390052,40.52442385,2.430504197,97.75041855,16.79497221,1
626,2021.0,RMT,N19009,2042.0,490.2891947,40.44614991,2.520881042,95.80861346,16.16795012,2
627,2021.0,RMT,N19012,1072.0,458.8953377,40.02957963,2.573901491,94.62035989,15.69345971,1
628,2021.0,RMT,N19012,2056.0,467.8077002,40.14750736,2.55620628,95.53914256,15.79182608,2
629,2021.0,RMT,N19013,1023.0,530.3138761,42.68439728,2.506968377,101.551827,17.13154302,1
630,2021.0,RMT,N19013,2008.0,484.8965326,38.37908341,2.272632298,93.82476851,17.00819764,2
631,2021.0,RMT,N19014,1084.0,492.8215129,40.17843009,2.459877345,95.98379501,16.4450013,1
632,2021.0,RMT,N19014,2053.0,495.712177,40.13643554,2.429465738,96.13804219,16.64356359,2
633,2021.0,RMT,N19015,1085.0,470.1622932,36.50298878,2.153950717,90.58971289,17.08505132,1
634,2021.0,RMT,N19015,2010.0,505.2963635,37.84738818,2.149186962,93.81023772,17.83593272,2
635,2021.0,RMT,N19017,1024.0,513.7694824,41.61318035,2.481224736,99.03007138,16.91909637,1
636,2021.0,RMT,N19017,2080.0,493.9191764,42.28370623,2.591310478,100.8093368,16.57103005,2
637,2021.0,RMT,N19019,1053.0,488.919514,40.61897038,2.50926243,97.6972066,16.39672897,1
638,2021.0,RMT,N19019,2033.0,507.2089572,42.21053087,2.634818007,99.31752528,16.23459549,2
639,2021.0,RMT,N19021,1045.0,516.8341872,41.28590825,2.473851603,98.96031185,16.94030646,1
640,2021.0,RMT,N19021,2117.0,508.5032449,40.05352716,2.357321035,97.39392865,17.15401873,2
641,2021.0,RMT,N19024,1110.0,493.3422762,40.97495878,2.537330791,97.28030315,16.27667093,1
642,2021.0,RMT,N19024,2063.0,477.1522582,39.82117861,2.490076611,95.32236457,16.09125544,2
643,2021.0,RMT,N19026,1094.0,468.2647371,39.14690469,2.428589768,93.99905411,16.34210342,1
644,2021.0,RMT,N19026,2019.0,442.3439688,38.43846269,2.514269992,91.38297949,15.38922048,2
645,2021.0,RMT,N19028,1068.0,427.7352615,37.00349188,2.411841097,88.57141556,15.46110506,1
646,2021.0,RMT,N19028,2083.0,524.3253027,41.82315631,2.51520918,100.5129281,16.80486869,2
647,2021.0,RMT,N19029,1095.0,434.6826695,38.19509611,2.500758784,91.08828208,15.3980683,1
648,2021.0,RMT,N19029,2094.0,463.4609264,40.34728215,2.539622146,95.74399533,16.06409967,2
649,2021.0,RMT,N19030,1067.0,458.7805349,39.50646917,2.459344841,94.35661937,16.26765067,1
650,2021.0,RMT,N19030,2040.0,458.6473465,39.54880336,2.487115203,94.24337169,16.05556994,2
651,2021.0,RMT,N19032,1035.0,471.3730438,40.72013577,2.567303107,96.56286652,15.93963443,1
652,2021.0,RMT,N19032,2116.0,412.8591112,37.40193071,2.490798532,89.00042214,15.11100612,2
653,2021.0,RMT,N19033,1119.0,457.2886803,39.18589576,2.514898524,93.28791734,15.69002606,1
654,2021.0,RMT,N19033,2048.0,462.1880678,39.68423612,2.542347749,94.19838043,15.8091507,2
655,2021.0,RMT,N19034,1028.0,490.7723153,41.66443662,2.619756069,97.83579688,16.0815065,1
656,2021.0,RMT,N19034,2043.0,488.4444947,40.64656704,2.49089907,96.95968842,16.45176712,2
657,2021.0,RMT,N19035,1039.0,477.9108935,40.46467204,2.542132342,95.71352121,16.14298769,1
658,2021.0,RMT,N19035,2001.0,469.5445589,40.83099977,2.610572922,96.26865914,15.73678939,2
659,2021.0,RMT,N19037,1003.0,476.0759523,39.82669024,2.503562936,94.3755748,16.11171375,1
660,2021.0,RMT,N19037,2122.0,434.9670825,39.75444867,2.656524194,93.2160619,15.1175273,2
661,2021.0,RMT,N19038,1047.0,453.0388083,39.49738552,2.582491481,93.17749912,15.5204955,1
662,2021.0,RMT,N19038,2108.0,475.7510613,40.52932152,2.562479019,95.43279906,15.92656474,2
663,2021.0,RMT,N19039,1104.0,454.1906461,39.28882907,2.543180377,93.04075854,15.56238775,1
664,2021.0,RMT,N19039,2068.0,507.0008665,41.91299608,2.539619207,98.57208195,16.73133002,2
665,2021.0,RMT,N19040,1017.0,483.7669528,40.38674673,2.542361884,95.96180008,16.21458232,1
666,2021.0,RMT,N19040,2061.0,526.003714,42.39782183,2.552846493,100.0479175,16.74020401,2
667,2021.0,RMT,N19042,1078.0,447.2188598,36.97223594,2.297007348,90.11911321,16.24380273,1
668,2021.0,RMT,N19042,2046.0,429.743595,36.26380984,2.302110787,88.53210938,16.00587155,2
669,2021.0,RMT,N19048,1048.0,484.6291769,39.95390555,2.465850795,95.99872444,16.44255441,1
670,2021.0,RMT,N19048,2013.0,469.317545,39.04491494,2.402934434,94.40032063,16.36831775,2
671,2021.0,RMT,N19050,1101.0,500.4329624,40.65925139,2.469358153,97.3288522,16.64797461,1
672,2021.0,RMT,N19050,2009.0,480.6743083,39.53538625,2.385138231,95.01744858,16.70983155,2
673,2021.0,RMT,N21001,1120.0,459.8945626,39.73223582,2.559680652,94.33010008,15.74965828,1
674,2021.0,RMT,N21001,2095.0,433.0981311,38.62509367,2.569322207,91.47322279,15.20776153,2
675,2021.0,RMT,N21002,1020.0,438.3697106,39.70500383,2.606858317,93.67981704,15.40651979,1
676,2021.0,RMT,N21002,2041.0,481.7718985,40.99424854,2.565259835,97.10445496,16.14977368,2
677,2021.0,RMT,N21003,1012.0,524.3163022,41.95092569,2.498159039,100.0283153,16.91071844,1
678,2021.0,RMT,N21003,2018.0,552.0515525,43.91111969,2.585300659,103.7107768,17.09792781,2
679,2021.0,RMT,N21004,1081.0,491.0034547,39.90749023,2.437768208,95.96034404,16.53831492,1
680,2021.0,RMT,N21004,2050.0,491.873737,40.36211925,2.473459877,97.07232839,16.55443541,2
681,2021.0,RMT,N21005,1054.0,466.8699448,40.83766818,2.650864876,96.1995934,15.52588878,1
682,2021.0,RMT,N21005,2119.0,458.2044403,40.97121377,2.70109046,96.18623113,15.25424793,2
683,2021.0,RMT,N21006,1025.0,443.5803451,39.34242879,2.551019328,93.78054631,15.56763285,1
684,2021.0,RMT,N21006,2035.0,427.9723391,37.23707822,2.429504262,88.4381019,15.55998546,2
685,2021.0,RMT,N21007,1056.0,440.6412253,37.0144761,2.322173143,89.94300771,16.04124422,1
686,2021.0,RMT,N21007,2096.0,440.1748241,37.17228568,2.343922359,90.23046157,15.97189092,2
687,2021.0,RMT,N21008,1029.0,485.2345987,39.51689204,2.355523805,95.08699769,16.90248407,1
688,2021.0,RMT,N21008,2112.0,481.3176151,38.42821913,2.261936332,93.84461768,17.14567116,2
689,2021.0,RMT,N21009,1001.0,540.35205,43.91355548,2.541306864,103.8225334,17.47271456,1
690,2021.0,RMT,N21009,2089.0,592.7740725,44.11961944,2.491421311,105.0626959,17.94169586,2
691,2021.0,RMT,N21010,1033.0,422.5254356,39.06074835,2.606234395,92.89797027,15.29405296,1
692,2021.0,RMT,N21010,2099.0,451.4668248,39.28765539,2.520987414,93.39061515,15.83727762,2
693,2021.0,RMT,N21011,1108.0,480.9245377,41.64644052,2.688857744,97.43209594,15.58373194,1
694,2021.0,RMT,N21011,2118.0,492.5111897,41.4403785,2.589037415,98.21429685,16.12929814,2
695,2021.0,RMT,N21012,1006.0,481.4287838,39.73500623,2.440344065,95.6737251,16.6101224,1
696,2021.0,RMT,N21012,2002.0,473.2981628,39.8440847,2.462435163,94.79680316,16.31963415,2
697,2021.0,RMT,N21013,1076.0,469.8299149,40.02501017,2.530578275,95.12654972,15.95907933,1
698,2021.0,RMT,N21013,2037.0,442.9023268,37.86585765,2.425378616,90.66482298,15.7153957,2
699,2021.0,RMT,N21014,1091.0,477.2724,39.627819,2.448199624,94.53486749,16.28359569,1
700,2021.0,RMT,N21014,2079.0,521.3054004,41.30543171,2.456274083,98.67859197,16.98838886,2
701,2021.0,RMT,N21015,1011.0,483.3219355,40.82109626,2.535202779,97.23757307,16.25332307,1
702,2021.0,RMT,N21015,2011.0,496.6289737,40.93649042,2.51725141,96.78395711,16.45274549,2
703,2021.0,RMT,N21016,1070.0,530.4120516,41.80845211,2.475879428,100.4687581,17.11698376,1
704,2021.0,RMT,N21016,2054.0,544.655073,41.29848197,2.318528098,101.0111612,18.07972534,2
705,2021.0,RMT,N21017,1050.0,481.0417144,39.01036538,2.405030325,94.37081617,16.45150707,1
706,2021.0,RMT,N21017,2062.0,460.5193745,37.78271787,2.324635251,91.91463541,16.43155665,2
707,2021.0,RMT,N21018,1087.0,516.9040291,41.42526227,2.483197707,99.41587386,16.79275552,1
708,2021.0,RMT,N21018,2047.0,530.6061433,42.14689103,2.522470005,100.105647,16.80575895,2
709,2021.0,RMT,N21019,1096.0,411.4694435,36.89442613,2.455260675,88.15095249,15.17938129,1
711,2021.0,RMT,N21020,1036.0,493.8509948,40.94548469,2.525269031,97.1225064,16.32813563,1
712,2021.0,RMT,N21020,2120.0,500.9123738,43.10627853,2.684859138,100.432434,16.22780953,2
713,2021.0,RMT,N21021,1044.0,507.9617184,40.2260434,2.416004938,96.87474712,17.00558782,1
714,2021.0,RMT,N21021,2066.0,543.6587272,42.84341401,2.503291297,101.7323654,17.26140648,2
715,2021.0,RMT,N21022,1100.0,502.8109989,41.05706747,2.509368332,97.21680387,16.52399328,1
716,2021.0,RMT,N21022,2038.0,524.8393704,41.81314328,2.490614938,99.79896445,16.88811348,2
717,2021.0,RMT,N21023,1014.0,445.1477749,39.81162146,2.586765255,94.18804319,15.4466096,1
718,2021.0,RMT,N21023,2016.0,451.0549179,40.27211451,2.651532938,94.57580738,15.31105804,2
719,2021.0,RMT,N21024,1117.0,473.1818671,38.99682279,2.371584269,94.68336308,16.57338514,1
720,2021.0,RMT,N21024,2081.0,508.3005889,40.96945384,2.438682286,98.55517303,17.04807419,2
721,2021.0,RMT,N21025,1077.0,435.1299564,40.20417465,2.656250369,94.22778803,15.28403427,1
722,2021.0,RMT,N21025,2027.0,471.7608672,41.20169936,2.689475444,96.24600802,15.47512403,2
723,2021.0,RMT,N21026,1037.0,441.2574702,39.19164255,2.545677712,93.1246889,15.50990544,1
724,2021.0,RMT,N21026,2076.0,453.8953734,40.46290736,2.663480487,94.3405009,15.27097286,2
725,2021.0,RMT,N21027,1007.0,436.2960542,38.60280725,2.543023115,91.83312353,15.29792148,1
726,2021.0,RMT,N21027,2064.0,468.0294525,39.85018323,2.554431359,94.32019917,15.69105383,2
727,2021.0,RMT,N21028,1016.0,441.3482425,38.43491015,2.481849375,91.92907198,15.62563131,1
728,2021.0,RMT,N21028,2026.0,434.1949942,38.64097269,2.551592851,91.20448917,15.26125782,2
730,2021.0,RMT,N21029,2101.0,438.5595829,39.20086733,2.582494026,92.35786179,15.30710568,2
731,2021.0,RMT,N21030,1061.0,431.1737061,39.03591617,2.540704951,93.27410212,15.48522695,1
732,2021.0,RMT,N21030,2105.0,430.2355172,37.78606831,2.482155356,90.29292608,15.3175328,2
733,2021.0,RMT,N21031,1088.0,450.0422777,39.19300539,2.484489483,92.9632208,15.91259868,1
734,2021.0,RMT,N21031,2100.0,496.0077627,41.00276984,2.502944107,97.66883713,16.49493743,2
735,2021.0,RMT,N21032,1106.0,467.714046,40.93751219,2.594549349,96.28670553,15.88691523,1
736,2021.0,RMT,N21032,2098.0,497.5293914,40.80161722,2.446397983,97.98265731,16.86187225,2
737,2021.0,RMT,N21033,1010.0,407.5065892,37.10825651,2.537268566,88.04242335,14.78764103,1
738,2021.0,RMT,N21033,2060.0,429.8465116,37.1418673,2.404754396,89.46398998,15.69588982,2
739,2021.0,RMT,N21034,1030.0,550.6072301,41.13725392,2.314801748,100.5341763,18.08982123,1
740,2021.0,RMT,N21034,2078.0,521.2489266,42.7920362,2.575726335,101.2763571,16.72938142,2
741,2021.0,RMT,N21035,1065.0,445.8920213,39.43938946,2.577018485,93.29245457,15.44356919,1
742,2021.0,RMT,N21035,2077.0,451.0692022,40.54070529,2.614926638,95.86249016,15.61602596,2
743,2021.0,RMT,N21036,1026.0,457.7405534,41.7632356,2.734000388,97.62332716,15.45188568,1
744,2021.0,RMT,N21036,2093.0,484.8906001,42.38157277,2.716649939,98.983474,15.69162331,2
745,2021.0,RMT,N21037,1038.0,463.7395035,40.73097573,2.6349207,96.01750493,15.55296713,1
746,2021.0,RMT,N21037,2049.0,455.6493327,41.35980292,2.716224145,96.17652969,15.30093749,2
747,2021.0,RMT,N21038,1113.0,437.2899747,36.62547452,2.272351936,89.15929988,16.21965433,1
748,2021.0,RMT,N21038,2121.0,454.589548,37.09742535,2.298722323,90.26976945,16.38627055,2
749,2021.0,RMT,N21039,1073.0,432.5161044,35.70312366,2.225683686,87.35415535,16.15750566,1
750,2021.0,RMT,N21039,2115.0,474.8402894,37.88880576,2.269949656,93.09672854,16.98053027,2
751,2021.0,RMT,N21040,1062.0,449.2512406,38.23651386,2.437736699,91.50683723,15.84454613,1
752,2021.0,RMT,N21040,2023.0,470.2905278,37.39903653,2.240203007,92.00601276,16.84692295,2
753,2021.0,RMT,N21041,1083.0,471.4531112,38.62528689,2.394750922,92.64024839,16.2735969,1
754,2021.0,RMT,N21041,2006.0,456.6793327,39.32608917,2.499589277,94.07944392,15.98123378,2
755,2021.0,RMT,N21042,1075.0,507.1656176,40.23515069,2.374241061,96.74152384,17.07051478,1
756,2021.0,RMT,N21042,2067.0,529.0112941,40.75280857,2.392850246,98.17116908,17.20946355,2
757,2021.0,RMT,N21043,1063.0,460.1199453,38.192686,2.361928835,92.00191198,16.31221538,1
758,2021.0,RMT,N21043,2088.0,457.9486384,37.09326651,2.268717884,90.12549658,16.50609168,2
759,2021.0,RMT,N21044,1031.0,470.7481115,39.99903864,2.507904559,94.93066495,16.07478268,1
760,2021.0,RMT,N21044,2051.0,461.8827647,38.91737865,2.441627602,93.81761523,16.10763334,2
761,2021.0,RMT,N96076L,1080.0,404.6753504,36.35927654,2.477304956,86.6678388,14.9308784,1
762,2021.0,RMT,N96076L,2030.0,410.0629825,37.8069294,2.559333491,89.53235233,14.92855652,2
763,2021.0,RMT,NC 20,1097.0,474.1742116,40.22465518,2.552342725,95.05561382,15.92684328,1
764,2021.0,RMT,NC 20,2029.0,472.0467331,41.23704228,2.62091604,96.90768909,15.8459874,2
765,2021.0,RMT,Perry,1071.0,422.4339961,37.42842953,2.498195434,89.05503964,15.18767189,1
766,2021.0,RMT,Perry,2102.0,450.1884211,39.65721474,2.605372485,93.17219194,15.34446358,2
767,2021.0,RMT,PI 576636,1121.0,473.261357,40.22738007,2.553178978,95.22360897,15.89046392,1
768,2021.0,RMT,PI 576636,2075.0,471.9100412,39.44864943,2.499429471,94.3608761,15.98083686,2
769,2021.0,RMT,Sullivan,1099.0,447.3112381,38.70594556,2.501037538,91.85386104,15.59078038,1
770,2021.0,RMT,Sullivan,2012.0,414.1544089,37.10515998,2.495408613,88.86216381,15.08213728,2
